text,rating,author,date
Missing parts upon arrival of the package. I will call Customer services to have these replacement parts shipped to me so I can finish assembling the power washer. I have not being able to test the product yet because of the missing parts.,4,Razevedo,3 years ago
Ordering was a breeze and shipping was super fast. Thank you,5,Carl850,3 years ago
"Was easy to place the order, but I did not receive feedback on progress. Only after making a phone call, was I able to get a delivery date",3,Awie,3 years ago
"Shopping here was easy, pre-sales support was prompt and helpful, delivery was prompt",4,Sina,3 years ago
"I have never received any communication about my order to be shipped or any updates on the order. On the website it says only that the order has been paid for. And yes, the money were deducted from my account. There is no way to see updates. It has been more than a week and I don’t know what is going on and when I will receive my order.",1,Tonyak,3 years ago
"Easy ordering process, fast delivery. Excellent experience!",5,MAPA,3 years ago
"The purchasing experience was good, however missing the key piece of information in every documents including my Customer profile which is the delivery date of the product. I am still waiting for a date, do not even know if the product shipped or not.",4,Florent,3 years ago
Awsome service my agent went over and above grreat,5,Wayne,3 years ago
Shipping was faster than expected. Amazing considering everything else is a delay. Cheers Karcher,5,KVA36,3 years ago
"As usual, Karcher sent me my items correctly and very quickly. Can't wait to use them ! Thanks so much !",5,Pauly  B,3 years ago
The delivery was super fast. Ordered on Wednesday night and received on Friday morning. The experience was super nice,5,LemonLime,3 years ago
"7/31- order confirmation email received, no update until 8/8 but receive shipping review email?",3,Vincent,3 years ago
"Easy to find the desired product, arrived on-time!",5,NOmudATV,3 years ago
"got it faster than expected, thanks so much!!!!!!!",5,papa,3 years ago
Got a great price and shipping was fast!  Would buy again.,5,MikeP,3 years ago
Easy to see products  read reviews and received order quickly.,5,Copotlk,3 years ago
Exactly the piece I needed for my 1800 psi power washer. Shipped very fast and can’t beat that price. Thank you Kärcher!!,5,RuiC,3 years ago
"Everything went very well - from the product browsing, to the purchase, through the delivery. Seven days after my order was placed (via standard shipping) I received my product.",5,Igmarg,3 years ago
Pressure washer instructions were great and the machine worked well.,5,SPO21,3 years ago
The pressure washer hose worked great! I would have rated a 5 star but I heard nothing and had no way to check my status. It arrived in a timely manner.  I just wish I knew when it was coming,4,Bigtom,3 years ago
Fast Delivery and Fantastic Product.  Wish I would have bought one sooner.,5,Nathan 245,3 years ago
"Where's the purchase? What's the state of it? Have you sent it? Why can't I link it to my account? I can see a charge on my credit card so pretty sure it should be complete on my part, did i miss something?",1,Ender,3 years ago
Website is easy to navigate and purchasing was easy,5,Pjs75,3 years ago
I had a most enjoyable experience shopping on line with Karcher. My order arrived within the time indicated. I definitely will shop again. Thanks for your prompt service.,5,Tuck1825,3 years ago
I have not received any information about my order being shipped.,1,Anonymous,3 years ago
"Easy to shop on this website, found the comparison of the different models helpful in the selection of the unit that best met my needs.",5,MaryL,3 years ago
"Smooth transaction, great price. Free timely shipping.",5,Richsalv55,3 years ago
It came within a week. And i used it as soon as it came and it was amazing my house has never been cleaner,5,Prii,3 years ago
"Easy to find what I needed at a fair price, and shipped when estimated. Arrived in great condition. I’d shop here again.",5,Major Tom,3 years ago
"Shopping on the website with my phone was somewhat difficult, but I was able to make a purchase okay. I wish they had given me tracking information for my package. I had to just hope that it would arrive at some point. The shipping speed was average. My package arrived without any problems.",3,Elaine00,3 years ago
We never received an shipping email but when we called the woman was VERY helpful explaining they were having a problem with shipping emails going out. We received our products the same day.,5,John,3 years ago
I did the shopping quickly but it has been 2 weeks and I have not received the item I bought,2,dynia,3 years ago
The compare feature isn’t very user friendly when shopping on iPhone. I also placed my order 8 days ago and have not received a shipping confirmation.,3,LoriG,3 years ago
I ordered the FC5 product which it is boasted that it usually ships in 2 to 3 business days;  it has been eight days and I have not received even an email indicating it has been shipped.,1,depressed with karcher,3 years ago
"Website was easy to navigate, pricing was excellent and the customer support which we received was both friendly and efficient.",5,Orange14,3 years ago
"I ordered a pressure washer a week ago and it hasn't arrived yet.  I called twice this week and was told that the warehouse in Fayetteville, AR had my order but nobody has communicated to me via email, phone, smoke signal or by any means to let me know what's up with my order.  I have to say I'm disappointed.",1,MileHi Guy,3 years ago
Very easy experience. Especially like the free shipping.,5,Shawn,3 years ago
I gave a 4 star due to no tracking no. But it didn’t take very long to deliver,4,Shadow31,3 years ago
"The spray gun and hose shipped quickly.  Our only complaint is that the spray wand that attached to the old spray gun does not fit the replacement spray gun. Had the website offered the chance to purchase a spray wand or new tips, we would have been glad for this opportunity.  For now, we are unable to use the new parts and must look online again for another part.",3,Tom1,3 years ago
Ordering was easy.  But still have not received the product.,3,Pat39,3 years ago
Very simple to purchase WV-6 Plus and received the product promptly.,5,Steve B42,3 years ago
Pressure washer model I wanted was in stock and priced competitively. Shipment and delivery was just as described.,4,DIY_Dave,3 years ago
Super fast shipping of my order. Thank you very much.,5,phoebe2m,3 years ago
Website helped us compare models so we could get just the features we needed. Order arrived in about 5-6 days.,5,Allen,3 years ago
"Ordering process went very well.  Order note said product could take four weeks to arrive and that Karcher would send an email when the product shipped.  I received my order within a week, which was excellent. One item that would have been helpful is the shipping email from Karcher.  That didn't arrive nor did it indicate in the online order that it shipped.  Luckily I have notifications set up with the shippers and was notified that way my package was arriving.",5,kmck,3 years ago
It was easy and fast.  I got exactly what I needed.,5,vj2021,3 years ago
easy to shop on the website and it's fast shipping,5,edddd,3 years ago
Arrived on time and in good condition. Very satisfied with the experience,5,ericville,3 years ago
Thank you very much for your patience and excellent customer service.,5,Cpt Albert,3 years ago
I received an email with my order confirmation. A week later I have not heard anything about my order nor do I know how to check the status of my order.,2,Cz1064,3 years ago
Very pleasant and helpful associate Kathy. Did her best to explore what was the best alternative for me regarding replacement of my existing Karcher pressure washer. Art the technician also very down to earth and helpful. I purchased the K4 washer on an attractive sale and it was delivered ahead of schedule.Have not been able to use the K4 yet but expecting good results.,5,bruce73,3 years ago
Very good phone service on purchasing and sales person was very helpful,5,Hillman155,3 years ago
Still waiting for my items…No way to check the shipping progress on the website! i have no clue what’s happening and when I can expect my package !?!,1,Garcia,3 years ago
"Easy to order, shipping was free and quick!  Good price!",5,Kath,3 years ago
"Times being what they are, shipping delays, etc., I honestly did not expect to get my product on time.To my surprise, it arrived as stated - I'm so impressed! The ordering/receiving was seamless! Bravo Karcher!",5,Root44,3 years ago
The unit that was shipped to me was used and re-packaged poorly.I am planning to return the unit.I cannot recommend shopping with Karcher.,1,Unhappy Customer,3 years ago
Got the part way before I thought I would receive and at a good cost. Thanks!,4,Rich27,3 years ago
Easy to use with professional results excellent cleaning solutions included,5,lilac,3 years ago
I ordered an extra hepa filter set for a vacuum.  Only received one of the filters.,2,bassett2288,3 years ago
Price was great on line & purchase was user friendly too.,5,Tbird,3 years ago
Shopping was straightforward and the K2 Entry power washer arrived about the same time as the request for a shopping review. So all is we with shopping.,5,Arturo,3 years ago
Timely and all ok.................................,5,Dale,3 years ago
"Very easy ordering process, the order shipped quickly.",5,mmingee66,3 years ago
"Great service, fast shipping and at good price. Would buy again",5,Recook45,3 years ago
"The product seem  to me to have being out the box, had a couple of scratches a little bit of dirt an was really disorganized in the box. The company offer inmediatly a return and sen the product again… to be continued",3,Mayra,3 years ago
I have ordered my items on 6/22/21 and still no news of shipment or tracking number!,1,Nancy,3 years ago
"I would say that my shopping experience is below average.1) The website navigation is easy, finding all I need and payment was smooth. But then it all starts. 2) The order waited two times longer than it was stated in ""usually ships in 2-5 days"". It took 10 days and my email to have the order shipped. The website is not very informative regarding the order state. The order is already received, yet the order status on the website is not even switched to ""shipped"". 3) The device came with dislocated front panel. It was literally half-inch hole on the top and a bunch of small parts fell inside the device. I spent more than an hour on the phone trying to reach out to support. Absolutely no success, just endless waiting, and random hang-ups, and no other options to reach them out. Thank God, nothing was broken, and Kaercher is not a modern kind of device that is designed with intent to prevent them from being serviced. I am also not an all-thumb person, so I disassembled that, recovered all fallen apart pieces, and assembled the device properly. Kudos to engineers as well, it is a nicely designed device. I have no problems at all understanding the way it is made. A couple of hours more in my workshop after 10 days of waiting and so I have a perfectly working device and three shiny clean cars outside. This is why I rate it 3, at least I have what I bought and it works perfectly. Sorry, Kaercher. You make great devices but have a mediocre purchase expirience. If you improve that, you'll be simply the best vendor on the market.",3,nowhereman,3 years ago
Website was easy to navigate around and find what I wanted and then order,5,Nate,3 years ago
"Easy to purchase, good customer service, and the extension hose does the job.",5,Peggoo,3 years ago
I ordered my window vacuum last week Monday I still have not received an email letting me know when my item will ship.,2,dhough01,3 years ago
Easy to order and product arrived timely.  Would definitely recommend.,5,BevM,3 years ago
I shopped here 6 19 2021 placed a order. Did not receive the order yet. As of 6 28 2021 still do not have the item.,2,Jelrod,3 years ago
Really  great equipment.  Made driveway cleaning  a breeze.,5,dan78,3 years ago
"Received the sweeper in a few days, I did not speak to anyone in customer service, did everything on line.",5,Rick,3 years ago
"Easy to operate the website, product came when expected. Price was good and unit works well.",5,CC carbathia,3 years ago
Fast shipping greatly appreciated. Thanks for the service.,5,Jthomas,3 years ago
I am still waiting to hear that my purchase has even shipped a week after placing my order.,2,Kevin,3 years ago
Enjoyed  shopping at web site. better description of all products.,5,norm p 1234,3 years ago
I thought it was going to pick up dog hair much easier and more efficient. It needs to be a little bigger and more powerful,3,Wbelle,3 years ago
"Very easy to shop, I had no problem in finding the exact product that I needed",5,Jimmy,3 years ago
"While I received order quickly, I cannot use the product because it is incompatible with my power washer even though your ordering site said it would be",3,Mikep,3 years ago
The K4 I ordered from Karcher's website was a replacement for my 13 year old K3 which gave very good service. It came today in a timely manner and in good condition. I've used the website in the past for accessories. It's complete and easy to use. Assembly was easy and well documented.,5,rob1947,3 years ago
I love my Karcher Pressure Washer.  The items I ordered were easy to order and arrived quickly.,5,Dick,3 years ago
Easy to order and received product in a reasonable amount of time.,5,Eric,3 years ago
everything went smooth and was delivered in a timely manner,5,crownline,3 years ago
Easy to order and fast delivery.  Would definitely shop here again.,5,Calfie,3 years ago
Nice web site. Easy to use. Lots of option to choose from.,5,JSW1950,3 years ago
It was easy to place the order and receive the confirmation. However there was no communication about when the item was shipped or when I could expect it. I got the email for this survey so then I called customer service to find out when I’d receive my item,3,Vtee,3 years ago
I enjoy shopping here and get everything well. Thank you!,5,Lawrence,3 years ago
Product arrived on time and was as described; competitive price.,5,Dan44,3 years ago
Bought my K1710 from Lowes. Unit did work are putting together,3,booman27,3 years ago
"The Karcher products I received appear to be of the highest quality. I have owned an HDS 1000 BE for about 30 years now. Although I love the tool, the service and parts availability leave MUCH to be desired. The gun and wand I bought need an adaptor to a 3/8"" quick disconnect fitting. Karcher has it's proprietary fitting and threads. No problem if you could send a part number for that. Thanks.",5,THOMAS,3 years ago
The Pressure washer was easy to order and arrived very fast.  Good service.,5,Mel T,3 years ago
Still don't have shipping info for order placed 2 weeks ago,3,Gabriele,3 years ago
Easy to use. Quick. Parts are high quality and easy to install.,5,JWfromMN,3 years ago
Exactly what I expected I was going to get. Both the product and the online experience,5,Donald,3 years ago
Does not fit!  I will now have to return. Hopefully I can find the right one.,1,Mimi64,3 years ago
Just what I needed to powerwash my deck.  Delivery was very fast.,5,bobby,3 years ago
The Delivery took longer than was promised!Arrived in good condition,3,Cagey,3 years ago
Ordered online an never received communication of order shipping and tracking number.,1,JDB2112,3 years ago
Everything went great with ordering the unit. The problem was receiving it. I was told that I would receive an e-mail when it was shipped so I could track the package. I did not receive an e-mail. The package was left at our front gate one evening without us knowing. There was a terrible rain storm that night. When I finally got the package to our home it was soaked. There was water standing in the box. Everything seems to be fine. I have used it for a few hours now and it does a nice job. It would have went better if you had sent me the shipping notice!,4,Poopsie,3 years ago
"I lost my jet wand in a move 5 years ago and thought it was hopeless, bought the wand but it didn’t fit my older model. I bought the adapter and now I’m back in business. My 1997 karcher is back",5,Jeff s,3 years ago
Over a week and no shipment or charge or email saying there is an issue. No idea where my oreer is.,1,FroggyOne,3 years ago
Great customer service! Fast response to a question I had.,5,Keep it clean,3 years ago
Good experience. Good shipping speed.One minor glitch - they didn't send shipping notice.,5,EddieMo,3 years ago
"Easy to understand what's available, the cost, and delivery time.  Was very efficient!",5,davbott,3 years ago
Very good experience with Karcher! Anxious to try product!,5,Dee M,3 years ago
"Easy to shop, quick delivery and well packaged. Customer service rep pleasant and helpful. Have used the pressure washer and it worked very well, lightweight, and convenient.",5,None,3 years ago
"I placed my order on June 5- 8 days ago. Have not received any indication that the product has been shipped, although the order confirm said it would be shipped within 3 days.",1,Steve M,3 years ago
ordered power washer on June 7 and have not  received it nor received confirmation it was sent. My credit card has been charged.,1,not sure,3 years ago
"I typed in “portable, electric,  light weight power washer and Karcher appeared as a choice. I read your product description, warranty and compared to other brands. We settled on Karcher . 4-5 days later ; there is was at my front door . Excellent",5,Stush,3 years ago
"I am honestly slightly disappointed as I have not received my email conforming the shipment of product, but I do get an email to rate my shipping experience.  It has been more than the 3-5 business days till the product should get shipped.  I hope that I will receive the information soon.  Based on this experience I give the company a poor rating. The product has not been received yet, which is therefore not reflected in the rating.  I am looking forward to a hopefully amazing product though.",1,Vroni,3 years ago
"My order was acknowledged, then today I received this survey and went outside to find the item also was delivered.  I would have appreciated a notice the item was shipped and a link to follow the transit of the item.",3,Mike B,3 years ago
"The guys will now sweep the floor because of our new vacuum! Happy it doesn't require power, gas or any type of filter.  Very pleased with this product.",5,Pro Strip,3 years ago
"Didnt received the order, sent an email to the customer service and no reply.",1,Jack,3 years ago
"I ordered FC 3 Cordless1.055-305.0   9 days ago, and my order didn't processed yet. They didn't ship my package. I don't have any time estimation for delivery or shipment time. Instead I got e-mail asking me for review.",2,Viki,3 years ago
-The online order placement was straight forward.-,5,WV 6,3 years ago
"Well what can I say….I receive this shopping review before I even receive the pressure washer I ordered a week ago! Absolutely cannot get in touch with a human on the phone to inquire about my order so last resort was to leave a voicemail and pray that someone will receive it. Also sent an email. We site says orders ship within 2-3 days, guess that’s not the case. Hopefully I will hear something soon. If not I will dispute payment with my credit card.",1,MarkS,3 years ago
Great performance so far.  Machine seems pretty sturdy for the price point.  Nice wand and tips.  Very German feel...quality feel.,5,Bigdad71,3 years ago
Kärcher makes great product. Five star! Kärcher Shopping Review.,5,BM88,3 years ago
"Ordered on May 29th, haven't receive any confirmation of my order shipped yet and today is June 6, 2021.  Would have expected to be shipped by now.",2,Smoothies,3 years ago
"I have not received my new Karcher pressure washer as of yet, but expect it in a day or two.  This is NOT my first Karcher unit.  When I retired, and moved south, I gave my older unit to my oldest son, and he still gives it a good workout often..... That unit was great, I hope I like this one, as much as the old one!",5,Bazz,3 years ago
I received my order within a week. I got exactly what I ordered.,5,Bergiemomma63,3 years ago
"The Karcher site worked really well, it was straightforward and simple to order our new hard floor cleaner on their site.I like to think we got a great price for our new floor cleaner at their site. The packaging was perfect, the service was timely and the few worries we had were easily answered by reading the posted material at the time we shopped for it on their site.",5,Jeff n Dawn Marie,3 years ago
It says that I am only to rate my shopping experience at this time. I purchased this for my dad for Father's Day directly from manufacturer to help support their business. Unfortunately they will mail it to you in actual product box. Which means if you order it for Father's Day you better get the mail before your dad does or he's going to know exactly what he's getting weeks beforehand,2,Nealnbobiswhatyoudo,3 years ago
Shopping online was easy and the price was excellent compared to others that carry your products. Received it very fast but did not get an email telling me it had shipped.,5,John,3 years ago
I’m so fare very satisfied.I hope the product will work as promised.,5,Teufel,3 years ago
Finding and selecting the right product on your website was very easy and efficient.,5,richs,3 years ago
Ordered a Power Washing gun and cannot find any quick connects that fit this thing. Attempted to contact customer service and was waiting on the phone and was disconnected without speaking to anyone. Very disappointed thus far !!,2,Lenny,3 years ago
I can't answer that haven't received my order. I love Karcher and this is a huge disappointment. I had to go and buy another brand power washer because the parts for my Karcher haven't even shipped.,1,NMAngel,3 years ago
"Hi, my father had one of your power washers which was an older unit and just about done.I pulled the decal off the old one and found my way to a brabd new cube which i am already enjoying!",5,Evanscriz,3 years ago
Your website is hard to navigate.  This is the fourth order I've received.  Parts don't work/fit even though your site says they will fit.  First we received two orders of O Rings for our trigger handle.  Both were the same incorrect size part.  Next we ordered the hose trigger with an adapter included.  These connected to the power washer.  Did not connect to the spray tip.  Next we ordered the adapter from the trigger sprayer to the spray tip.  Again did not fit.,1,Disappointed,3 years ago
Web site very informative. Very easy to determine which product is best suitable for your needs.,5,Truc,3 years ago
The shopping experience was great and the product was received promptly.,5,HDVEGA,3 years ago
I DID NOT GET THE MACHINE. NO SHIPPING NOTICE NO TRACKING NUMBER,1,SMAEDER,3 years ago
Prompt service. Easy to navigate order. Would definitely shop here again.,5,Craig E,3 years ago
easy to order  and shipped fast  product is working great,5,eyesight,3 years ago
I ordered and paid for my item over a week ago. My item still has not shipped so I am twiddling my thumbs waiting for a response as to why it has been delayed. You sure took my money quickly.,1,Disappointed,3 years ago
Ordering was easy and my item was shipped and received quickly.,5,dlmtodd50,3 years ago
"Prompt and box in great shape.... was just what I wanted.  I have used this company before and decided to return for another purchase. Accessories came quickly, also.",5,Gram,3 years ago
Picked up a WV50 vacuum at a yard sale. Didn't realize the charging cord was missing. Looked up Karcher online. The WV50 is no longer made; but it said the charge cord works for all. Ordered it and had it in my hand quickly. It did work and I am Very Happy with the product.. Thanks,5,NAM28,3 years ago
The quickest I have ever received an online order.  Wonderful!,5,rcg62,3 years ago
"Very fair pricing for an excellent product, quick easy delivery",5,randardo,3 years ago
Never got it order. No shipment info either no updates,2,Joe p,3 years ago
Excellent service. Availability. Timely delivery. Thank you!,5,fdol,3 years ago
"You haven’t even shipped my order yet? It wasn’t hard to order, but by gosh ship the darn thing!",1,Cathyp,3 years ago
got a partial order. The vario wand did not arrive and i called Karcher. The girl said it was not in stock. when I placed order it was in stock. I lost a job .$$$$$,2,wand,3 years ago
Perfect pressure washer! Arrived lightning fast! Could not ask for betterCustomer Service!,5,Melba,3 years ago
On-line shopping was easy and delivery was faster than anticipated.,5,tlcom13,3 years ago
"COMPLETE ORDER WAS RECEIVED IN A TIMELY MANNER,THANKS H",5,BOB H,3 years ago
"didn't receive anything, no tracking nothing, paid for it, but nothing else, would really be good if you keep your customers informed.Lady on the phone said the item was in stock",2,Martijn,3 years ago
My order was received 5 working days after I placed the order.  It was conscientiously packaged in two shipments.   Thank you!,5,LMGC,3 years ago
DID NOT RECEIVE EMAIL SHIPPING INFORMATION. CUSTOMER SERVICE WAS SUPER NICE.,3,MIKEY LIKEY,3 years ago
Easy and fast purchase.  Shipped really fast and received very quick.,5,Freddy,3 years ago
The shopping would have been really good if I would have receive a shipping notice or even better a tracking number to arrange for delivery. Luckily I was home then the shipment arrived.,3,Karsten,3 years ago
"I've ordered and paid, but still received no notification that product has even shipped, let alone received my order.",2,Wijin,3 years ago
Prompt Service!  It was just what I needed and was shipped and delivered quickly!,5,rcjohnnie,3 years ago
The shopping experience went well but have not received the products yet.,3,BTbone713,3 years ago
I have not received my order yet. Its been over a week since i placed the order i i haven't recieved any information about shipment.,1,Rayz,3 years ago
"A much improved window cleaner, more efficient and not fragile.",5,HB44,3 years ago
Took an average amount of time from order to delivery.,4,JaHa10,3 years ago
I have not received a shipment email yet since I made an order online more than a week ago. I want a guidance on when a product can be ready to be shipped.,2,Yo23,3 years ago
"I didnt receive yet my purchase, an I didnt receive ANY contact or notice about it... so Im concerned about it...",1,Ioel,3 years ago
It arrived on time.  I purchased directly  from the website.  You have to manually register the product and fill all the information.  It will be excellent if the site can capture and automatically register the product. Thank you.,4,Cris,3 years ago
Fast shipping and a great floor cleaner.  My second unit.,5,sholmes702,3 years ago
I enjoyed ordering from Karcher. Delivery was prompt.,5,Lois92346,3 years ago
Have yet to receive the item I purchased or an email in regards to the shipping. I’ve called customer support and was told I would receive an email in regards to it and have not received anything other than an email to leave a review.,1,Nenita,3 years ago
Easy to navigate and place order. will use for future parts orders,5,Bearded 1,3 years ago
Still have not received the thr rollers purchased.,1,Bdm1,3 years ago
item was shipped in good condition and reasonable ship time. haven't used it yet but looking forward to see how this works.,5,GuGu,3 years ago
"Never received order.  Account was charged, but did not  receive my item ordered.  Never heard from company till now.",1,none,3 years ago
"My reading would’ve been excellent, except for the fact that I had to call to find out if my model 520 was the same as model 5.20, as shown on your website. Other than that, I was pleased with how quickly the item shipped.",4,Bob82411,3 years ago
"The site was easy to navigate, compare items, and place my order.",5,tnm67,3 years ago
Still waiting on my order! Please contact me if it was sent,3,Tom59,3 years ago
"Customer service is great!  The product is awesome. I just wish a smaller version was made for apartment dwellers.  I can see how this design works wonderfully for long driveways and sidewalks and even a garage.  It keeps the dust from blowing up in your face while you clean.  For large 2nd story patios, this can be a challenge because the sweeper/dust bin motion doesn’t get a chance to really pick up the rest.  However, the design is one of the best I have seen.",4,Punky,3 years ago
Very easy to order.  Received products in a few days.  Will purchase more products from this company.,5,Reddog,3 years ago
Everything went as planned.  The new one works wonderfully. Thank youy.,5,pontiac66,3 years ago
"After charging it, the mop will nut turn on. Need to return",1,Edison,3 years ago
Your online pricing is better than your Karcher retail outlets & distributors. I wonder how they stay in business? Plus the free shipping.,4,Mr Knight,3 years ago
As of this date 05/09/2021 I did not receive my order,1,Homer,3 years ago
I haven't received my order yet. Hopefully it will arrive soon.,4,Limber,3 years ago
Everything is in place. Ordering was easy. Thanks.,4,Cressentcity,3 years ago
was easy to find what i was looking forordering was easy too,5,djw4759,3 years ago
Very Good service with quality parts and on time delivery. Thanks,5,Geno,3 years ago
"Excellent  , I experience the best customer service.",5,Scooterjim,3 years ago
Excellent customer service! Very understanding of customer needs and very responsive to such needs.,5,Jehoyt1,3 years ago
After researching on my own I decided on your product and contacted you directly with final questions. The person I dealt with was very helpful and made my final decision easier all around.  The SC3 came in a timely fashion and I am so far very pleased.,5,Kejire,3 years ago
Did not let me know if they don’t have parts you looking for.,1,John,3 years ago
It was very easy to place my order and my power washer came the following week.,5,Lola1502,3 years ago
Found the part I needed and easy to order.  Still haven’t received my order nor any update on its status.,2,Tjn30,3 years ago
Been over a week and haven't received product or any information regarding shipping status or tracking. Very disappointing experience so far.,1,Skot,3 years ago
"Placing the order was easy and straightforward, however it’s been more than a week and the order has not shipped neither I have received any communication that updates the status",1,Jorge,3 years ago
"Easy to use site, only one snafu with the angle wand coupon.",5,AMCG,3 years ago
Easy to purchase and quick delivery. Love the product and its performance.,5,ndmaster,3 years ago
"My order came in one week. The vacuum is ok on eco setting. the suction is not great. Though the cordless and stand is a good set up. I like how I can clean up messes right away. However, I would not use the vacuum for deep cleaning.",4,Janice,3 years ago
Ordering was straightforward.  Shipping was quick. Positive experience.,5,RMad,3 years ago
The shopping experience was fine but it was impossible to reach someone to discuss the damage that was present on arrival.  I did send an email and will hope for a response.,3,Garfunkel,3 years ago
"The online shopping and purchase experience was smooth and easy.  Our new VC premium arrived several days sooner than we expected, which is really nice.  We were eager to receive it, so that was a pleasant surprise.",5,Stormy,3 years ago
I’ve had my electric unit for many years and have had just as many years of excellent work.  I just bought a few accessories and the sale went perfectly!,5,AECIII,3 years ago
"Easy online shopping, received needed items in a week:)",5,Fan of clean floors,3 years ago
"Received the order very quickly and the customer service team is great. However, there are a few comments in terms of room for improvement. First, the order confirmation email stated that a link would be sent to track the order. I did not receive a link and received an email with only a PDF copy of the shipping confirmation, no text or explanation as to what was sent. It was not easily determinable as to how to track the shipment. I would suggest to revise the shipping confirmation email by providing a written explanation as to what was sent and a link to track the shipment, following a similar type of format as the order confirmation email. That will also help reduce calls to your customer service team in regards to shipping.Also, when I received the the package for my steamer, the box was not in good shape at all. So much so as to where I saw a component of a steamer protruding from the box. Not sure if it was from storage at Karcher or if it may have been the shipper, but it was a bit of a surprise. I was concerned of the integrity of the steamer given the exterior condition of the box. Everything seems okay, but the components inside the box were dusty and a few pieces have some cosmetic exterior damage.I also ordered a vacuum, of which the box was in good shape. All seems good, but I did notice a bit of cosmetic exterior damage to the vacuum itself.Hopefully this feedback is helpful!",3,BMW1,3 years ago
"Easy site to use.Customer service is extremely pleasant and helpful.Item received quickly, just a few days.",5,Bud595,3 years ago
My order came fast I was very happy with the shopping experience.,5,Weesie,3 years ago
The product that I ordered was backordered. Karcher emailed me and told me when this product would be available and gave me the option to choose another model. Customer service was very helpful in this transaction.,5,sprintracer79,3 years ago
I had a very good shopping experience with Karcher.   I called twice with questions and they were very helpful.  They even advised me to wait because the model I was interested in would be on sale in about a week!    I saved quite a bit.  It arrived on time and in perfect condition.,5,Linda,3 years ago
"I've put the unit together, easy to do , but I have not used it as of today.I will give it a try this weekend,",4,gido,3 years ago
"Have not tried to use yet, but went through instructions with no issues. I  did call tech support and ordering department before ordering.     All went great.  Support fantastic   Thanks",5,First Time Purchase,3 years ago
Usually the manufacturer's website is not the first place to go to order something but in this case it was the absolute best option.  Easy to use and fast.,5,santa,3 years ago
Had what I needed and shipped very fast. Their products are awesome,5,Donnambah,3 years ago
I enjoyed the shopping. I feel the delivery should have been much quicker.,3,Danny,3 years ago
Great shopping experience and would shop here again,5,Robert George,3 years ago
I call the service number and the person was very helpful.She explained about the Covid 19 warehouse problems and help me understand the situation.] and timing of my delivery.,5,DM2021,3 years ago
Super easy to use the website and order products..,5,Craig1222,3 years ago
It was fast and easy to order however two weeks later still haven’t received my items,3,Xxxx,3 years ago
order very fast online and customer service very fast and excellent,5,Anonymous,3 years ago
I found what I wanted quickly and the price was reasonable.,4,Steve,3 years ago
"Kathy was wonderful answering my questions on a very timely basis. Very personable, professional and kind !",5,Suzanne,3 years ago
I’m confused and disappointed.  It has been a week since I placed the order. I received an email confirming the order but apparently the order has not shipped and now I’m being asked to review my experience regarding an event that has not occurred. Disappointing!,3,Disappointed,3 years ago
Very user friendly . Arrived before projected date,5,None,3 years ago
Quality Product!  Fast Shipping and Great Customer Service!,5,Acontrols,3 years ago
Easy purchase fast shipping very satisfied with new charger,5,DesertBnB,3 years ago
"Everything went very smoothly.   Ordering, Pricing, Shipping and Receipt of product.Accolades to all.",5,Steamed in Hudson Valley,3 years ago
"I placed my order on 04/06/21, as of today, I have not received it.  I did get a pdf email on 04/10/21 which was nothing more than an order confirmation receipt. Today is 04/14/21 and I have NOT received my order.  I would not place another order with this company and I may want to return my original purchase.",1,Concerned Customer,3 years ago
I enjoyed shopping here because I can purchase quality replacement part for my pressure washer. I would have liked to be able to track my package to know when to expect it.,5,jim75,3 years ago
"Sales guys were great no issues at all, got my machine in no time",5,Gary,3 years ago
Order was placed mid-day on Sunday 4/4.  Can’t understand why it was not shipped out the door until Wed 4/7 at 7pm. Arrived Sat morn 4/10.  So the UPS transit was fine but definitely way below standard to get from order to shipment.,1,AndyZ,3 years ago
Very easy website to navigate. Seamless  shopping experience.,5,TrentB93,3 years ago
The floor cleaner is a game changer!!  The minimal amount of soap needed is miraculous and the rollers do a great cleaning job on my wood and tile floors,5,SOlson,3 years ago
Placing order was easy. Received the item within a week.,5,glaserberl,3 years ago
Easy to buy and very fast delivery. Haven’t tried the item yet but I’m satisfied with the purchase.,5,Scott54,3 years ago
Just tried out the Karcher window cleaning tools and they worked great!,5,Hank,3 years ago
"Easy ordering, faster than expected delivery, good packaging!",5,Davy,3 years ago
Very easy to shop the Kärcher website and they provide very fast shipping.....,5,Frank124,3 years ago
Very efficient and fast delivery without any issues,5,P55H,3 years ago
"Shopping was easy, service good. Delivery was prompt",5,Gram,3 years ago
"I haven’t received my window vac. I only got an email saying it had shipped UPS I think, but no further communication. Now I am concerned if you think I should have received it by now.",1,Mary E,3 years ago
The web site was easy to navigate good bullet points on available items.,5,Thomas,3 years ago
The packaging was well laid out and only took a couple minutes to assemble. I swept our 3 stall garage and was amazed how much fine dust it picked up! I am very happy with my purchase and will recommend this to my friends/family.,5,kollman32,3 years ago
"The shopping experience was easy, and I got my package relatively quick. But when I received my order, I ordered 2 items and 1 of the 2 I received was the wrong item. I tried calling and left a message and 3 days later I still have not gotten a call back to rectify the situation.",3,lithium87,3 years ago
Completely satisfied  doing business with KARCHER!!!,5,arch42,3 years ago
