Review,Studiengang,cleaned_review,sentiment,category
"Die Macromedia hält auf jeden Fall ihr Versprechen eines praxisbezogenen Studiums. Durch die verschiedenen Projekte und die Zusammenarbeit mit großen Unternehmen kann man einiges sowohl für das Studium aber auch für das folgende Berufsleben lernen. Leider sind die jeweiligen Vertiefungen (Eventmanagement, Musikmanagement etc.) nur Floskeln, da man eher Marketing studiert.",Macromedia,macromedia hält fall versprechen praxisbezogenen studiums verschiedenen projekte zusammenarbeit großen unternehmen sowohl folgende berufsleben lernen leider jeweiligen vertiefungen eventmanagement musikmanagement etc floskeln eher marketing studiert,0.0,Praxisbezug
Ich habe nach meinem 6. Semester immer noch keine brauchbaren Inhalte zu meiner Vertiefung bekommen...allgemein sind es viele wiederholungen in den Semestern. Ansonsten sind die Inhalte gut weit gefächert. Preisleistung ist daher nicht sehr gut würde empfehlen für den walstudiengang noch an anderen uni's ausschau zu halten.,Macromedia,brauchbaren inhalte vertiefung bekommen allgemein wiederholungen semestern ansonsten inhalte gut weit gefächert preisleistung daher gut empfehlen walstudiengang ausschau halten,0.0,Sonstiges
"Ich zwar erst im 3. Semester, aber von Anfang an war sehr schlüssig, warum welche Module stattfinden. Das Klima in der Uni und in den Kursen ist sehr angenehm und alle sind sehr hilfsbereit. An der Hochschule findet man alles vor, was man sich vorstellt zu haben. Sei es die Technik, Essen und Trinken oder einen Rückzugsort.",Macromedia,erst anfang schlüssig warum module stattfinden klima kursen angenehm hilfsbereit findet vorstellt sei technik essen trinken rückzugsort,0.0,Technik
"Die Kursauswahl ist super und man hat auch in jedem Semester Projekte die man macht- dadurch bekommt man viel Praxiserfahrung, aber leider sind manche Übungen online, obwohl das aus meiner Sicht nicht nötig wäre. Die Übungen werden dann campusübergreifend stattfinden und viele nehmen dann nicht teil, weil die Lust mit Leuten zusammenzuarbeiten, die man weder kennt noch sieht, einfach nicht so toll ist.",Macromedia,kursauswahl super projekte dadurch bekommt praxiserfahrung leider übungen online sicht nötig wäre übungen campusübergreifend stattfinden nehmen teil lust leuten zusammenzuarbeiten weder kennt sieht einfach toll,0.3333333333333333,Praxisbezug
"Wir bekommen viele Grundlagen in verschiedenen Fächern beigebracht, damit wir von Anfang an von allem etwas eine Ahnung haben, was ziemlich interessant ist. Die Organisation ist auch sehr gut. Manche Fächer haben ein etwas niedrigeres Niveau als erwartet aber wir stehen ja auch noch am Anfang des Studiums also wird es vielleicht irgendwann schwerer.",Macromedia,bekommen grundlagen verschiedenen fächern beigebracht anfang ahnung ziemlich interessant organisation gut fächer niedrigeres niveau erwartet stehen ja anfang studiums vielleicht irgendwann schwerer,0.0,Organisation
"Die Dozent:inn der einzelnen Fächer sind sehr kompetent und sympathisch, dennoch fehlt momentan noch der rote Faden im Bezug auf mein Studienfach(Musikmanagement). Eventuell Liegt dies wahrscheinlich daran dass es erst das erste Semester ist!Mit freundlichen Grüßen,Louis",Macromedia,inn einzelnen fächer kompetent sympathisch dennoch fehlt momentan rote faden bezug studienfach musikmanagement eventuell liegt wahrscheinlich daran erst erste freundlichen grüßen louis,0.0,Sonstiges
"Ich finde die Hochschule super weil Sie sehr viele verschiedene Studiengänge haben und dann auch noch auf English. Eine Sache die ich nicht gut finde ist die Organisation, es ist noch nicht perfekt, daran müssen Sie noch arbeiten.Sonst passt mir alles. Würde es weiterempfehlen.",Macromedia,finde super verschiedene studiengänge english sache gut finde organisation perfekt daran müssen passt weiterempfehlen,0.16666666666666666,Organisation
Das Studium an der Hochschule Macromedia ist eine gute Mischung aus Praxis und Theorie. Ich befinde mich erst im 1. Semester und bin schon sehr begeistert. Man wird gut betreut in den Veranstaltungen. Was mir besonders gefällt sind die Praxisorientierten Projekte. Man bekommt direkt ein Gefühl für das spätere Berufsfeld und einem werden viele Erfahrungen mitgegeben.,Macromedia,macromedia gute mischung praxis theorie befinde erst schon begeistert gut betreut veranstaltungen besonders gefällt praxisorientierten projekte bekommt direkt gefühl spätere berufsfeld erfahrungen mitgegeben,0.0,Praxisbezug
"Bisher ist das Studium sehr abwechslungsreich was Themengebiete und Fächer angeht. Die Relevanz im Bezug auf das Berufsleben wird ebenfalls offensichtlich. Zudem wird durch verschiedene Projekte eine Initiative von uns Studenten erwirkt, die uns näher an die Arbeitswelt bringen. Auch nützliche Kontakte werden geknüpft, da sowohl die Dozenten, als auch Praxispartner teils bekannte Größen auf dem Markt oder der Berufswelt allgemein sind. Die Ausstattung und Organisation des Freiburger Campus lässt...Erfahrungsbericht weiterlesen",Macromedia,abwechslungsreich themengebiete fächer angeht relevanz bezug berufsleben ebenfalls offensichtlich verschiedene projekte initiative studenten erwirkt näher arbeitswelt bringen nützliche kontakte geknüpft sowohl dozenten praxispartner teils bekannte größen markt berufswelt allgemein ausstattung organisation freiburger campus lässt erfahrungsbericht weiterlesen,0.0,Dozenten
"Medienmanagement ist ein sehr zukunftsorientierter Studiengang. Mit der passenden Mischung aus dem Umgang von Medien (Erfahrungen im Journalismus, sowohl Print als auch Audiovisuell) und dem klassischem BWL und Grundlagen der Buchführung bereitet der Studiengang sehr auf einen Management Job vor.",Macromedia,medienmanagement zukunftsorientierter passenden mischung umgang medien erfahrungen journalismus sowohl print audiovisuell klassischem bwl grundlagen buchführung bereitet management job,0.0,Sonstiges
"Der Großteil der Dozenten ist gut strukturiert, freundlich und bemüht. Bis jetzt bin ich zufrieden mit dem, was ich so erleben konnte. Ich muss aber sagen, dass ich Blackboard nicht so übersichtlich und gut wie Teams finde. Die online Sessions funktionieren jedoch technisch gut.",Macromedia,großteil dozenten gut strukturiert freundlich bemüht zufrieden erleben konnte sagen blackboard übersichtlich gut teams finde online sessions funktionieren technisch gut,0.0,Dozenten
"Bisher waren meine Uni Erfahrungen durchaus positiv, da man viel lernen kann, sobald man dazu bereit ist, viel Zeit zu investieren, da man mit Projekten nur so erschlagen wird. Zumal auch wirklich viel Geld ausgeben muss, für etwas was nicht die Ansprüche eines solch hohen Betrags von mindestens 500€+ erfüllt.",Macromedia,erfahrungen durchaus positiv lernen sobald bereit zeit investieren projekten erschlagen zumal wirklich geld ausgeben ansprüche solch hohen betrags mindestens erfüllt,0.0,Praxisbezug
"Den Studiengang Medienmanagement mit der Vertiefung Social Media empfinde ich als sehr interessant. Meine Dozenten sind alle sehr nett und zuvorkommend und sehr sehr hilfsbereit. Die Inhalte werden gut vermittelt und ich spreche ein Lob für Frau Susan Sielaff und Herrn Phillip Riehm aus, da sie die Inhalte in den Vorlesungen sehr gut vermitteln und viel mit uns üben. Ich fühle mich sehr gut ausgehoben.",Macromedia,medienmanagement vertiefung social media empfinde interessant dozenten nett zuvorkommend hilfsbereit inhalte gut vermittelt spreche lob frau susan sielaff herrn phillip riehm inhalte vorlesungen gut vermitteln üben fühle gut ausgehoben,0.03333333333333333,Dozenten
"Mein erster Eindruck vom Studium nach knapp 2 Monaten ist ziemlich gut. Die Hochschule ist sehr gut organisiert und bietet auch zusätzlich zu den Vorlesungen und Übungen Career Days und zusätzliche Lernmöglichkeiten (wie Sprachapps) an. Der Inhalt mancher Online-Vorlesungen könnte manchmal etwas hilfreicher oder relevanter sein, aber im Allgemeinen bin ich bis jetzt sehr zufrieden.",Macromedia,erster eindruck knapp 2 monaten ziemlich gut gut organisiert bietet zusätzlich vorlesungen übungen career days zusätzliche lernmöglichkeiten sprachapps inhalt manchmal hilfreicher relevanter allgemeinen zufrieden,0.0,Sonstiges
"Ich hatte/ habe eine sehr schöne Zeit an der macromedia und habe viele nette Leute kennengelernt. Trotzdem ist es das viele Geld nicht wert. Das Organisationsteam ist oft überbelastet und total überfordert. Bei solchen Gebühren sollte man erwarten, dass das alles glatt abläuft. Die Dozenten variieren sehr. Ich hatte bei vielen kompetenten Professoren Unterricht, die auch sehr viel Erfahrung in der Praxis haben und für mich tolle Kontakte geknüpft haben....Erfahrungsbericht weiterlesen",Macromedia,schöne zeit macromedia nette leute kennengelernt trotzdem geld wert organisationsteam oft überbelastet total überfordert gebühren erwarten glatt abläuft dozenten variieren vielen kompetenten professoren unterricht erfahrung praxis tolle kontakte geknüpft erfahrungsbericht weiterlesen,0.0,Dozenten
"Mein Studium an der Macromedia in Frankfurt ist sehr angenehm gestaltet. Hier wird sehr viel wert drauf gelegt Vorlesungen/Seminare vor Ort zu halten und das macht die Uni praxisorientierter als staatliche Hochschulen. Bei der Ausstattung ist noch Luft nach oben, aber diesen Campus gibt es nun mal erst seit 2021.",Macromedia,macromedia frankfurt angenehm gestaltet wert drauf gelegt ort halten macht praxisorientierter staatliche hochschulen ausstattung luft oben campus gibt mal erst seit 2021,0.0,Ausstattung
"Es ist ein sehr spannendes Studium. Alle respektieren sich und sind freundlich. Es gibt auch sehr coole Fächer. In der Schule hatte ich BWL oder Rechnungswesen nie verstanden, aber jetzt durch Macromedia schon.Ich empfehle es jedem, der kreativ sein möchte und nicht nur stumpfe Theorie haben möchte.",Macromedia,spannendes respektieren freundlich gibt coole fächer schule bwl rechnungswesen nie verstanden macromedia empfehle kreativ möchte stumpfe theorie möchte,0.0,Sonstiges
"Im Studiengang Medienmanagement an der Macromedia in Hamburg sind einem viele verschiedene Fachbereiche in ausreichendem Maße geboten. Auch die Zusammenarbeit mit großen Unternehmen in Form von Projekten ist gegeben, wodurch auch ein bestehender Kontakt für die Nachstudienzeit gegeben ist.",Macromedia,medienmanagement macromedia hamburg verschiedene fachbereiche ausreichendem maße geboten zusammenarbeit großen unternehmen form projekten gegeben wodurch bestehender kontakt nachstudienzeit gegeben,0.0,Praxisbezug
Der Studiengang gefällt mir sehr gut. Man hat viele Freiheiten sich sein Studium selbstständig zu gestalten. Es gibt wie in jedem Hochschulstudium selbstverständlich einen beträchtlichen Theorie-Anteil. Ob und inwiefern du dich darauf einlässt ist dir aber weitgehend überlassen. Es gibt außerdem die Möglichkeit im Rahmen des Studiums an kulturellen Projekten teilzunehmen. Es ist insgesamt durch die breit gefächerte Möglichkeit zur Projektarbeit ein guter Mix aus Theorie und Praxis! Die Macromedia...Erfahrungsbericht weiterlesen,Macromedia,gefällt gut freiheiten selbstständig gestalten gibt hochschulstudium selbstverständlich beträchtlichen inwiefern darauf einlässt weitgehend überlassen gibt außerdem möglichkeit rahmen studiums kulturellen projekten teilzunehmen insgesamt breit gefächerte möglichkeit projektarbeit guter mix theorie praxis macromedia erfahrungsbericht weiterlesen,0.0,Praxisbezug
Das Studium in der macromedia hat mich positiv überrascht. Es ist sehr praxisbezogen und man hat das Gefühl dass man sehr viel davon im späteren Job gebrauchen kann. Außerdem macht das Studium Spaß und die Professoren wirken sehr motiviert und hilfsbereit.,Macromedia,macromedia positiv überrascht praxisbezogen gefühl davon späteren job gebrauchen außerdem macht spaß professoren wirken motiviert hilfsbereit,0.0,Dozenten
"Ich bin sehr positiv überrascht gewesen, wie umfangreich dieses Studium ist. Es macht sehr viel Spaß, da ich schon mein Leben lang mich für Sport interessiere und selber Fußball spiele. Es gibt sehr abwechslungsreiche Kurse, wodurch das Studium nicht eintönig wird.",Macromedia,positiv überrascht umfangreich macht spaß schon leben lang sport interessiere selber fußball spiele gibt abwechslungsreiche kurse wodurch eintönig,0.0,Sonstiges
"Ich habe zum Wintersemester 2022 angefangen zu studieren, bin also gerade im 1. Semester und noch nicht lange an der Uni. Bisher habe ich Spaß am Studium und freue mich zum Campus zu kommen. Die Kurse machen Spaß und sind abwechslungsreich. Es sind auch Kurse dabei von denen ich nicht dachte dass ich sie habe, wie zum Beispiel Audiovisuelle Medien und Printmedien. Diese Kurse sind trotzdem sehr interessant und machen mir Spaß.",Macromedia,wintersemester 2022 angefangen gerade lange spaß freue campus kommen kurse spaß abwechslungsreich kurse denen dachte beispiel audiovisuelle medien printmedien kurse trotzdem interessant spaß,0.0,Sonstiges
"Der Campus verfügt über modernste Technik und Ausstattung ( Filmkameras, Belichtung, Mikrofone, Studios, Bildschirme etc. ). Die Inhalte sind sehr interessant und werden von Dozenten mit praktischer Erfahrung vermittelt. Es gibt viele Orte für das Auslandssemester und generell gute Vernetzungen durch die Macromedia.",Macromedia,campus verfügt modernste technik ausstattung filmkameras belichtung mikrofone studios bildschirme etc inhalte interessant dozenten praktischer erfahrung vermittelt gibt orte auslandssemester generell gute vernetzungen macromedia,0.0,Dozenten
Ich habe im Sommer meinen Bachelor bestanden und diesen Oktober mit meinem Master begonnen. Durch das Studium habe ich mich sowohl persönlich als auch beruflich weiterentwickeln können und bin mir sicher den richtigen Weg gewählt zu haben. Mein Studium ist sehr gut in der Praxis anwendbar und ich bin gespannt wo mich mein jetziger Master in der Zukunft beruflich hinbringen wird.,Macromedia,sommer bachelor bestanden oktober master begonnen sowohl persönlich beruflich weiterentwickeln sicher richtigen gewählt gut praxis anwendbar gespannt jetziger master zukunft beruflich hinbringen,0.0,Praxisbezug
"Bereits in den ersten Wochen des Studiums merkt man bereits die tollen Voraussetzungen um unbeschwert studieren zu können. Auch digital ist die Hochschule bestmöglich aufgestellt. Vom internen Servicehub, über Beamer in jeden Räumen, bis hin zu Räumen bestückt mit iMacs. Zudem alle Dozenten sind äußerst kompetent und freundlich.",Macromedia,bereits ersten wochen studiums merkt bereits tollen voraussetzungen unbeschwert digital bestmöglich aufgestellt internen servicehub beamer räumen räumen bestückt imacs dozenten äußerst kompetent freundlich,0.0,Dozenten
Durch das Studium habe ich mich und meine Stärken so wie Schwächen besser kennen und anwenden gelernt. Wenn mein extrovertiertes Ich mich jetzt ansehen würde dann wäre es begeistert. Ich habe meine Kenntnisse im Bereich Social Media schon in den ersten Wochen durch Projektarbeiten erweitert und habe auch meine introvertiertes Ich hinter mir gelassen und bin selbstbewusst mit meinen Ideen an den Start gegangen. Auch habe ich durch den Studiengang...Erfahrungsbericht weiterlesen,Macromedia,stärken schwächen besser kennen anwenden gelernt extrovertiertes ansehen wäre begeistert kenntnisse bereich social media schon ersten wochen projektarbeiten erweitert introvertiertes gelassen selbstbewusst ideen start gegangen erfahrungsbericht weiterlesen,0.03333333333333333,Praxisbezug
"Da ich erste zwei Wochen im Studium bin, kann ich noch nicht so viel dazu sagen. Es gibt definitiv Module, für die ich brenne, andererseits aber auch welche, die mir wahrscheinlich echt Schwierigkeiten bereiten werden. Die Campus-Sessions helfen mir sehr, die vorbereiteten Inhalte zu festigen. Ich hab coole Leute kennengelernt und finde die Dozenten gut.",Macromedia,erste zwei wochen sagen gibt definitiv module brenne andererseits wahrscheinlich echt schwierigkeiten bereiten helfen vorbereiteten inhalte festigen coole leute kennengelernt finde dozenten gut,0.0,Dozenten
"Organisation nicht immer optimal, aber dennoch sind alle stets bemüht, um unseren Unialltag so leicht wie möglich zu gestalten. Besonderer Pluspunkt: vor dem Raum steht eine Kiste mit frischem Obst :) Studieninhalte sind sehr gut strukturiert und geplant.",Macromedia,organisation optimal dennoch stets bemüht unialltag leicht möglich gestalten besonderer pluspunkt raum steht kiste frischem obst studieninhalte gut strukturiert geplant,0.0,Ausstattung
Durch das M-Power Prinzip hat man einen abwechslungsreichen Alltag zwischen Präsenz und online Vorlesung und Übungen. Die Übungen am Campus vermitteln mit die zuvor erlernten Inhalte besser zu verstehen und direkt Anwenden zu können.Außerdem helfen die Dozierenden einen wo sie können um das beste Ergebnis für alle zu erzielen.,Macromedia,prinzip abwechslungsreichen alltag präsenz online vorlesung übungen übungen campus vermitteln zuvor erlernten inhalte besser verstehen direkt anwenden helfen dozierenden beste ergebnis erzielen,0.0,Sonstiges
"Ich bin total zufrieden mit dem Studiengang, da es ein perfekter Mix aus Theorie & Praktischem ist. Alles woran ich in der Schule Spaß hatte, hab ich jetzt im Studium. Zudem geht es in die verschiedensten Richtungen wie auch Film, Journalismus, Management & bei mir spezifisch auch Social Media. All diese Bereiche passen sehr gut zu mir. Meine Kommilitonen sind alle sehr nett & teamfähig. Mir bringt der Studiengang sehr...Erfahrungsbericht weiterlesen",Macromedia,total zufrieden perfekter mix theorie praktischem woran schule spaß geht verschiedensten richtungen film journalismus management spezifisch social media all bereiche passen gut kommilitonen nett teamfähig bringt erfahrungsbericht weiterlesen,0.016666666666666666,Sonstiges
"Die Module sind sehr unterschiedlich und abwechslungsreich, was den Studienalltag ziemlich angenehm macht, weil man nicht immer nur das gleiche macht. Außerdem find ich es gut, dass in den Modulen immer wieder aktuelle Themen, die zum Fach passen angesprochen werden, so hat man immer einen anschaulichen Bezug.",Macromedia,module unterschiedlich abwechslungsreich studienalltag ziemlich angenehm macht gleiche macht außerdem find gut modulen aktuelle themen passen angesprochen anschaulichen bezug,0.0,Sonstiges
"Die Hochschule kann durch ihre hochwertigen und modernen Lernmittel punkten. Man wird in jedem Bereich der wichtig für die EIGENE Zukunft ist gefördert. Auch die Option Selbständig zu werden wird als Modul vertreten. Leute die sich für Medien interessieren, sei es Film/Fernsehen/Radio kommen definitiv auf ihre Kosten. Selbst wenn man in den wirtschaftlichen Bereich gehen möchte wird BWL/ Empirische Forschung/ Statistik unterrichtet.",Macromedia,hochwertigen modernen lernmittel punkten bereich wichtig eigene zukunft gefördert option selbständig modul vertreten leute medien interessieren sei kommen definitiv kosten wirtschaftlichen bereich gehen möchte empirische statistik unterrichtet,0.0,Sonstiges
"Rundum bin ich zwar zufrieden mit meinem Studium. Das Geld ist aber leider keineswegs gerechtfertigt. Viele Dozenten haben gar keine Ahnung von nichts und geben sich leider keine Mühe in den Vorlesungen.Dadurch, dass es keine Nachschreibtermine gibt, muss man durchgefallene oder geschobene Klausuren zusätzlich im nächsten Semester nachholen. Die Gefahr, die Regelstudienzeit zu überschreiten ist dadurch sehr groß.",Macromedia,rundum zufrieden geld leider keineswegs gerechtfertigt dozenten gar ahnung geben leider mühe nachschreibtermine gibt durchgefallene geschobene klausuren zusätzlich nächsten nachholen gefahr regelstudienzeit überschreiten dadurch groß,0.0,Dozenten
"Die Hochschule Macromedia macht von außen einen hochprofessionellen Eindruck. Was die Lehrveranstaltungen und Dozenten angeht, kann ich dies auch bestätigen, vorausgesetzt es wurden von der Uni genügend Dozenten gefunden… dies war leider teilweise nicht der Fall, wodurch Lehrveranstaltungen verspätet im Semester gestartet sind. Was leider überhaupt nicht funktioniert hat, ist die Organisation. Zu oft gab es Missverständnisse, Fehlkommunikation und sonstige organisatorische Probleme.",Macromedia,macromedia macht außen hochprofessionellen eindruck lehrveranstaltungen dozenten angeht bestätigen vorausgesetzt wurden genügend dozenten leider teilweise fall wodurch lehrveranstaltungen verspätet gestartet leider überhaupt funktioniert organisation oft gab missverständnisse fehlkommunikation sonstige organisatorische probleme,0.0,Dozenten
"Man arbeitet sehr viel mit den Praxispartnern der Hochschule zusammen und lernt daher sehr realitätsnah. Auch die vielen Projektarbeiten, die meistens in der Gruppe bearbeitet werden, lernt man von Teamarbeit bis Zeitmanagement so ziemlich alles. Man kann sich in jeglichen Bereichen weiterentwickeln.",Macromedia,arbeitet praxispartnern zusammen lernt daher realitätsnah vielen projektarbeiten meistens gruppe bearbeitet lernt teamarbeit zeitmanagement ziemlich jeglichen bereichen weiterentwickeln,0.0,Praxisbezug
"Der Unterricht ist angemessen anspruchsvoll. Man kann sich auf jede Lehrveranstaltung genügend vorbereiten. Zudem gibt es eine hohe Anzahl an Angeboten außerhalb des Unterrichts. Leider ist das erste Semester meiner Empfindung nach etwas zu stramm durchgeplant. Anfangs hat man das Gefühl, dass die Inhalte des Unterrichts der Module, in denen man Praxisarbeiten abgibt, nicht besonders hilfreich sind. Gegen Ende wird dann alles ein wenig hektisch, sodass man in Zeitverzug gerät....Erfahrungsbericht weiterlesen",Macromedia,unterricht angemessen anspruchsvoll genügend vorbereiten gibt hohe anzahl angeboten außerhalb unterrichts leider erste empfindung stramm durchgeplant anfangs gefühl inhalte unterrichts module denen praxisarbeiten abgibt besonders hilfreich ende wenig hektisch sodass zeitverzug gerät erfahrungsbericht weiterlesen,0.0,Praxisbezug
"Der Studiengang Medienmanagement unterteilt sich in verschiedene Bereiche - z.B.: kann man zwischen Brandmanagement und Musikmanagement sowie weiteren Möglichkeiten wählen. Durch die vielen Projekte, lernt man auch in der Praxis seine Tätigkeiten kennen und kann sich besser auf das richtige Berufsleben vorbereiten.",Macromedia,medienmanagement unterteilt verschiedene bereiche brandmanagement musikmanagement sowie weiteren möglichkeiten wählen vielen projekte lernt praxis tätigkeiten kennen besser richtige berufsleben vorbereiten,0.0,Praxisbezug
"Mit dem Studium an der Macromedia, habe ich nun bereits in fünf Semestern wahnsinnig vielseitige Module gehabt. Und auch zwei große Praxisprojekte, die mich echt weiter gebracht haben. Wir haben tolle Praxispartner, zu denen man über Projekte oder auch ""Macromedia visits ..."" Kontakte knüpfen kann. Mir gefällt außerdem die Unterstützung, die man immer schnell bekommt, ob vom Student Service Desk, dem Karriere Team, ...Ich kann die Uni sehr weiterempfehlen.",Macromedia,macromedia bereits fünf semestern wahnsinnig vielseitige module gehabt zwei große praxisprojekte echt gebracht tolle praxispartner denen projekte macromedia visits kontakte knüpfen gefällt außerdem unterstützung schnell bekommt service desk karriere team weiterempfehlen,0.0,Praxisbezug
"Der Einstieg ins Studium fällt, sofern man vorher eine Ausbildung gemacht hat, sehr leicht. Für Studenten ohne Berufserfahrung wirken die ersten Wochen teilweise etwas überfordernd, da viele theoretische Inhalte vermittelt werden. Hier den kühlen Kopf zu bewahren, wird jedoch im Nachhinein belohnt, da sich der Kreis schießt.Der Studiengang zeichnet sich durch diverse Themenfelder und kreative Tätigkeiten aus. Die Dozenten sind in jeder Hinsicht unterstützend und kommen aus praxisnahen Berufen...Erfahrungsbericht weiterlesen",Macromedia,einstieg fällt sofern vorher ausbildung gemacht leicht studenten berufserfahrung wirken ersten wochen teilweise überfordernd theoretische inhalte vermittelt kühlen kopf bewahren nachhinein belohnt kreis zeichnet diverse themenfelder kreative tätigkeiten dozenten hinsicht unterstützend kommen praxisnahen berufen erfahrungsbericht weiterlesen,0.0,Dozenten
"Das Studium an sich und die Inhalte sind gut und verständlich gewählt (zumindest meistens). Organisatorisch gibt es noch viele Schwächen und auch werden uns nicht wirklich viele Mittel zur Verfügung gestellt (kein Adobe, wo man es brauchte oder SPSS z.B.) Dozenten sind überwiegend gut, wobei auch mal ein paar dabei waren, die die Übungen gemacht haben, die ein bisschen verpeilt waren. Die Lehrveranstaltungskoordinatoren sind aber meines Erachtens immer sehr gut...Erfahrungsbericht weiterlesen",Macromedia,inhalte gut verständlich gewählt zumindest meistens organisatorisch gibt schwächen wirklich mittel verfügung gestellt adobe brauchte spss dozenten überwiegend gut wobei mal paar übungen gemacht bisschen verpeilt lehrveranstaltungskoordinatoren erachtens gut erfahrungsbericht weiterlesen,0.0,Dozenten
"Anfangs hat das studieren an der Macro sehr viel Bock gemacht. Die Module waren sehr praxisnah und die “Klassen” relativ klein gehalten. Dadurch entstand viel Raum für Diskussion zu den aktuellen Themen.In der Pandemiezeit jedoch wurden einige Änderungen getätigt, so das genau diese Vorteile verfallen sind und ich immer mehr die Motivation verlor weiter an der Hochschule zu studieren.Dies kann sich aber natürlich nach der Pandemie wieder ändern.",Macromedia,anfangs macro bock gemacht module praxisnah klassen relativ klein gehalten dadurch entstand raum diskussion aktuellen pandemiezeit wurden änderungen getätigt genau vorteile verfallen motivation verlor natürlich pandemie ändern,0.0,Ausstattung
"Ich bin im zweiten Semester im Medienmanagement-Studium. Insgesamt ist die Organisation teilweise chaotisch. Die Bibliothek ist sehr klein. Dafür sind die Dozenten schnell erreichbar, meist sehr freundlich und gehen individuell auf den Studenten ein. Die Module sind abwechslungsreich, aber die Inhalte werden nicht gut genug vermittelt.",Macromedia,zweiten insgesamt organisation teilweise chaotisch bibliothek klein dafür dozenten schnell erreichbar meist freundlich gehen individuell studenten module abwechslungsreich inhalte gut genug vermittelt,0.0,Dozenten
Anhand von Dozierenden und Professor*innen aus der Branche ist es möglich tiefe Einblicke in die Praxis zu erhalten und ebenso anhand vieler Projekt die gelernte Theorie anzuwenden.Die Pandemie meisterte die Hochschule einwandfrei und ermöglicht weitestgehend die Praxisnahe Umsetzung von Projekten.,Macromedia,anhand dozierenden innen branche möglich tiefe einblicke praxis erhalten ebenso anhand vieler projekt gelernte theorie pandemie meisterte einwandfrei ermöglicht weitestgehend praxisnahe umsetzung projekten,0.0,Praxisbezug
"Die Prof.s waren sehr hilfsbereit und unterstützten die Studierenden individuell. Ich würde die Hochschule Macromedia rückblickend immer wieder wählen und jedem weiterempfehlen, trotzdem sie etwas kostspielig ist. Es gibt immer Möglichkeiten, sich auf Stipendien zu bewerben und sich sein Traumstudium zu ermöglichen.",Macromedia,hilfsbereit unterstützten studierenden individuell macromedia rückblickend wählen weiterempfehlen trotzdem kostspielig gibt möglichkeiten stipendien bewerben traumstudium ermöglichen,0.0,Ausstattung
"Das Studium hat mir anfangs sehr viel Spaß gemacht und gerade in den anfänglichen Semestern hat der Unterricht mit sehr den motivierten, wirklich praxisnahen und -erfahrenen Dozenten mir Freude bereitet. Dass dir Organisation der Veranstaltungen nicht immer reibungslos funktionierte hat zwar genervt, war aber ansonsten verkraftbar. Inzwischen bin ich im dritten Semester und es hat sich leider alles verschlechtert. Dozenten und vor allem Professoren sind patzig und unterrichten lustlos. Öfters...Erfahrungsbericht weiterlesen",Macromedia,anfangs spaß gemacht gerade anfänglichen semestern unterricht motivierten wirklich praxisnahen dozenten freude bereitet organisation veranstaltungen reibungslos funktionierte genervt ansonsten verkraftbar inzwischen dritten leider verschlechtert dozenten professoren patzig unterrichten lustlos öfters erfahrungsbericht weiterlesen,0.0,Dozenten
"Bin jetzt fertig mit dem Studium. Im Großen und Ganzen war es sehr entspannt mit vielen interessanten Themen. Jedoch im Bereich Statistik, als Vorbereitung für die Bachelorarbeit eher enttäuschend. Fazit: ich denke für soviel Geld würde ich nicht nocheinmal dort studieren.",Macromedia,fertig großen ganzen entspannt vielen interessanten themen bereich statistik vorbereitung bachelorarbeit eher enttäuschend fazit denke soviel geld nocheinmal,0.0,Sonstiges
"Schlechteste uni überhaupt. Kann ich unter keinen Umständen weiter empfehlen. Schlechte Kurse. Unmotivierte Dozenten. Unverantwortliche Entscheidungen( gerade während Corona) und die Meinung der Studenten wird 0% berücksichtigt, man wird klein gehalten und wie kleine Kinder behandelt. Die uni hat lange den alten Ruf nicht mehr verdient, keiner meiner Kommilitonen ist nur ansatzweise zufrieden mit dieser Hochschule. Wenn sie mich nicht so ein Schweine Geld gekostet hätte, hätte ich direkt gewechselt.",Macromedia,schlechteste überhaupt umständen empfehlen schlechte kurse unmotivierte dozenten unverantwortliche entscheidungen gerade corona meinung studenten 0 berücksichtigt klein gehalten kleine kinder behandelt lange alten ruf verdient kommilitonen ansatzweise zufrieden schweine geld gekostet hätte hätte direkt gewechselt,0.0,Dozenten
"Die Studieninhalte waren gut ausgewählt und meistens auch sehr interessant, die Dozenten meines Erachtens auch weitgehend sehr kompetent. Es gab (vor Corona) immer wieder sehr spannende Exkursionen zu den verschiedensten Unternehmen bzw. Orten, die mit dem Studium und den Inhalten zusammenhingen. Auch das Auslandssemester und das Praxissemester haben mir sehr gefallen und mich weiter gebracht. Es gibt viele Partnerunis aus denen man auswählen kann. Im Praktikum ist man auch relativ...Erfahrungsbericht weiterlesen",Macromedia,studieninhalte gut ausgewählt meistens interessant dozenten erachtens weitgehend kompetent gab corona spannende exkursionen verschiedensten unternehmen bzw orten inhalten zusammenhingen auslandssemester praxissemester gefallen gebracht gibt partnerunis denen auswählen praktikum relativ erfahrungsbericht weiterlesen,0.0,Dozenten
